,exp_stage,history,rating,rt,stim_file,stim_index,subjid,stim_acc,stim_freq,reg_rating,stim_repetition,labeled_value,community,structure_coefficient
1,value_rating,"[(None, 0.0), (5.2, 2.829), (5.2, 4.874)]",5.2,4.874,images/6.png,10,JTL,0.957746478873,88,-0.0891866375277,0,3.11548605754,1,0.0246293678849
2,value_rating,"[(None, 0.0), (5.3, 2.196), (5.3, 3.581)]",5.3,3.581,images/1.png,3,JTL,0.858695652174,112,0.0565071530966,0,9.72714822428,0,0.0246293678849
3,value_rating,"[(None, 0.0), (5.5, 3.061), (5.5, 3.888)]",5.5,3.888,images/5.png,8,JTL,0.921875,80,0.227361471152,0,1.08503847794,1,0.0246293678849
4,value_rating,"[(None, 0.0), (6.0, 1.846), (6.0, 2.577)]",6.0,2.577,images/9.png,9,JTL,0.885714285714,92,0.744043008928,0,1.11560484841,1,0.0246293678849
5,value_rating,"[(None, 0.0), (5.9, 6.776), (5.9, 7.647)]",5.9,7.647,images/3.png,2,JTL,0.972602739726,96,0.603959922723,0,9.90846454017,0,0.0246293678849
6,value_rating,"[(None, 0.0), (5.3, 3.755), (5.3, 4.64)]",5.3,4.641,images/7.png,5,JTL,0.901960784314,61,0.0365482294287,0,4.66775983763,2,0.0246293678849
7,value_rating,"[(None, 0.0), (5.2, 1.592), (5.2, 2.91)]",5.2,2.91,images/4.png,4,JTL,0.936170212766,108,-0.0792331478012,1,8.86296143461,0,0.0246293678849
8,value_rating,"[(None, 0.0), (5.1, 1.88), (5.1, 2.625)]",5.1,2.625,images/1.png,3,JTL,0.858695652174,112,-0.143492846903,1,9.72714822428,0,0.0246293678849
9,value_rating,"[(None, 0.0), (5.1, 1.358), (5.1, 2.159)]",5.1,2.159,images/9.png,9,JTL,0.885714285714,92,-0.155956991072,1,1.11560484841,1,0.0246293678849
10,value_rating,"[(None, 0.0), (5.2, 1.481), (5.2, 2.919)]",5.2,2.919,images/5.png,8,JTL,0.921875,80,-0.0726385288482,1,1.08503847794,1,0.0246293678849
11,value_rating,"[(None, 0.0), (5.2, 1.504), (5.2, 2.655)]",5.2,2.655,images/6.png,10,JTL,0.957746478873,88,-0.0891866375277,1,3.11548605754,1,0.0246293678849
12,value_rating,"[(None, 0.0), (5.2, 1.52), (5.2, 2.348)]",5.2,2.348,images/7.png,5,JTL,0.901960784314,61,-0.0634517705713,1,4.66775983763,2,0.0246293678849
13,value_rating,"[(None, 0.0), (5.2, 8.726), (5.2, 9.677)]",5.2,9.677,images/3.png,2,JTL,0.972602739726,96,-0.0960400772767,1,9.90846454017,0,0.0246293678849
14,value_rating,"[(None, 0.0), (5.2, 3.181), (5.2, 4.435)]",5.2,4.435,images/3.png,2,JTL,0.972602739726,96,-0.0960400772767,2,9.90846454017,0,0.0246293678849
15,value_rating,"[(None, 0.0), (5.1, 1.6), (5.1, 2.868)]",5.1,2.868,images/6.png,10,JTL,0.957746478873,88,-0.189186637528,2,3.11548605754,1,0.0246293678849
16,value_rating,"[(None, 0.0), (5.1, 2.798), (5.1, 3.681)]",5.1,3.681,images/1.png,3,JTL,0.858695652174,112,-0.143492846903,2,9.72714822428,0,0.0246293678849
17,value_rating,"[(None, 0.0), (5.2, 1.408), (5.2, 2.216)]",5.2,2.216,images/9.png,9,JTL,0.885714285714,92,-0.0559569910715,2,1.11560484841,1,0.0246293678849
18,value_rating,"[(None, 0.0), (5.2, 1.379), (5.2, 2.168)]",5.2,2.169,images/5.png,8,JTL,0.921875,80,-0.0726385288482,2,1.08503847794,1,0.0246293678849
19,value_rating,"[(None, 0.0), (5.2, 1.631), (5.2, 2.532)]",5.2,2.533,images/7.png,5,JTL,0.901960784314,61,-0.0634517705713,2,4.66775983763,2,0.0246293678849
20,value_rating,"[(None, 0.0), (5.2, 1.865), (5.2, 3.113)]",5.2,3.113,images/4.png,4,JTL,0.936170212766,108,-0.0792331478012,2,8.86296143461,0,0.0246293678849
0,value_rating,"[(None, 0.0), (8.0, 25.482), (7.0, 49.011), (7.0, 50.545)]",7.0,50.545,images/10.png,3,KL,1.0,88,1.0534869831,0,9.72714822428,0,0.0117729431803
1,value_rating,"[(None, 0.0), (8.0, 3.835), (4.0, 9.803), (4.0, 10.552)]",4.0,10.552,images/5.png,2,KL,0.953125,84,-1.0826029854,0,9.90846454017,0,0.0117729431803
2,value_rating,"[(None, 0.0), (2.0, 5.148), (2.0, 6.019)]",2.0,6.019,images/7.png,8,KL,0.813953488372,111,-0.517660798864,0,1.08503847794,1,0.0117729431803
3,value_rating,"[(None, 0.0), (0.5, 3.116), (0.5, 4.621)]",0.5,4.621,images/4.png,9,KL,0.792207792208,97,-1.61688586429,0,1.11560484841,1,0.0117729431803
4,value_rating,"[(None, 0.0), (0.7, 4.066), (0.7, 4.919)]",0.7,4.919,images/3.png,10,KL,0.768292682927,103,-0.976128470962,0,3.11548605754,1,0.0117729431803
5,value_rating,"[(None, 0.0), (2.3, 2.882), (2.3, 3.787)]",2.3,3.787,images/6.png,4,KL,0.722222222222,87,1.47295383642,0,8.86296143461,0,0.0117729431803
6,value_rating,"[(None, 0.0), (5.5, 3.806), (5.5, 4.542)]",5.5,4.542,images/2.png,5,KL,0.789473684211,46,3.43350396667,0,4.66775983763,2,0.0117729431803
7,value_rating,"[(None, 0.0), (5.5, 2.85), (5.5, 3.703)]",5.5,3.703,images/2.png,5,KL,0.789473684211,46,3.43350396667,1,4.66775983763,2,0.0117729431803
8,value_rating,"[(None, 0.0), (6.5, 2.982), (6.5, 3.737)]",6.5,3.737,images/5.png,2,KL,0.953125,84,1.4173970146,1,9.90846454017,0,0.0117729431803
9,value_rating,"[(None, 0.0), (1.8, 2.336), (1.8, 3.158)]",1.8,3.158,images/6.png,4,KL,0.722222222222,87,0.972953836418,1,8.86296143461,0,0.0117729431803
10,value_rating,"[(None, 0.0), (0.7, 4.168), (0.7, 4.888)]",0.7,4.888,images/3.png,10,KL,0.768292682927,103,-0.976128470962,1,3.11548605754,1,0.0117729431803
11,value_rating,"[(None, 0.0), (0.7, 5.981), (0.7, 6.667)]",0.7,6.667,images/4.png,9,KL,0.792207792208,97,-1.41688586429,1,1.11560484841,1,0.0117729431803
12,value_rating,"[(None, 0.0), (6.3, 4.197), (6.3, 5.434)]",6.3,5.434,images/10.png,3,KL,1.0,88,0.353486983098,1,9.72714822428,0,0.0117729431803
13,value_rating,"[(None, 0.0), (0.8, 4.798), (0.8, 5.753)]",0.8,5.753,images/7.png,8,KL,0.813953488372,111,-1.71766079886,1,1.08503847794,1,0.0117729431803
14,value_rating,"[(None, 0.0), (0.7, 4.614), (0.7, 5.684)]",0.7,5.684,images/2.png,5,KL,0.789473684211,46,-1.36649603333,2,4.66775983763,2,0.0117729431803
15,value_rating,"[(None, 0.0), (5.0, 3.148), (5.0, 3.754)]",5.0,3.754,images/10.png,3,KL,1.0,88,-0.946513016902,2,9.72714822428,0,0.0117729431803
16,value_rating,"[(None, 0.0), (0.8, 1.722), (0.8, 2.759)]",0.8,2.759,images/3.png,10,KL,0.768292682927,103,-0.876128470962,2,3.11548605754,1,0.0117729431803
17,value_rating,"[(None, 0.0), (2.4, 8.247), (2.4, 8.917)]",2.4,8.917,images/4.png,9,KL,0.792207792208,97,0.283114135712,2,1.11560484841,1,0.0117729431803
18,value_rating,"[(None, 0.0), (5.6, 1.698), (5.6, 2.318)]",5.6,2.318,images/5.png,2,KL,0.953125,84,0.517397014596,2,9.90846454017,0,0.0117729431803
19,value_rating,"[(None, 0.0), (1.2, 3.45), (1.2, 4.37)]",1.2,4.37,images/6.png,4,KL,0.722222222222,87,0.372953836418,2,8.86296143461,0,0.0117729431803
20,value_rating,"[(None, 0.0), (0.7, 1.65), (0.7, 2.519)]",0.7,2.519,images/7.png,8,KL,0.813953488372,111,-1.81766079886,2,1.08503847794,1,0.0117729431803
0,value_rating,"[(None, 0.0), (1.2, 7.118), (2.0, 9.472), (2.0, 10.306)]",2.0,10.306,images/6.png,3,LV,0.839285714286,71,-0.90789183691,0,9.72714822428,0,-0.029136312941
1,value_rating,"[(None, 0.0), (2.0, 4.132), (2.0, 6.218)]",2.0,6.218,images/2.png,8,LV,0.71,127,-0.859214161806,0,1.08503847794,1,-0.029136312941
2,value_rating,"[(None, 0.0), (1.5, 2.561), (1.5, 3.567)]",1.5,3.567,images/1.png,5,LV,0.727272727273,56,-1.36571755788,0,4.66775983763,2,-0.029136312941
3,value_rating,"[(None, 0.0), (3.0, 5.582), (3.5, 7.817), (3.5, 8.9)]",3.5,8.9,images/5.png,2,LV,0.8,62,0.606899721823,0,9.90846454017,0,-0.029136312941
4,value_rating,"[(None, 0.0), (3.0, 2.528), (3.0, 3.398)]",3.0,3.398,images/7.png,9,LV,0.822222222222,109,0.0985327795094,0,1.11560484841,1,-0.029136312941
5,value_rating,"[(None, 0.0), (3.4, 2.112), (3.4, 3.682)]",3.4,3.682,images/8.png,10,LV,0.689655172414,107,0.54844591814,0,3.11548605754,1,-0.029136312941
6,value_rating,"[(None, 0.0), (3.5, 2.762), (3.5, 3.503)]",3.5,3.503,images/4.png,4,LV,0.785714285714,67,0.612278470454,0,8.86296143461,0,-0.029136312941
7,value_rating,"[(None, 0.0), (3.5, 4.642), (2.5, 6.761), (2.5, 7.561)]",2.5,7.561,images/6.png,3,LV,0.839285714286,71,-0.40789183691,1,9.72714822428,0,-0.029136312941
8,value_rating,"[(None, 0.0), (2.5, 2.596), (2.5, 3.368)]",2.5,3.368,images/1.png,5,LV,0.727272727273,56,-0.365717557877,1,4.66775983763,2,-0.029136312941
9,value_rating,"[(None, 0.0), (2.6, 3.265), (2.6, 4.77)]",2.6,4.77,images/8.png,10,LV,0.689655172414,107,-0.25155408186,1,3.11548605754,1,-0.029136312941
10,value_rating,"[(None, 0.0), (5.0, 5.501), (5.0, 6.587)]",5.0,6.587,images/5.png,2,LV,0.8,62,2.10689972182,1,9.90846454017,0,-0.029136312941
11,value_rating,"[(None, 0.0), (4.9, 6.076), (5.0, 6.097), (5.0, 6.946)]",5.0,6.946,images/2.png,8,LV,0.71,127,2.14078583819,1,1.08503847794,1,-0.029136312941
12,value_rating,"[(None, 0.0), (2.5, 2.762), (2.5, 4.449)]",2.5,4.449,images/4.png,4,LV,0.785714285714,67,-0.387721529546,1,8.86296143461,0,-0.029136312941
13,value_rating,"[(None, 0.0), (2.4, 1.262), (2.5, 1.316), (2.5, 2.249)]",2.5,2.249,images/7.png,9,LV,0.822222222222,109,-0.401467220491,1,1.11560484841,1,-0.029136312941
14,value_rating,"[(None, 0.0), (2.4, 2.479), (2.4, 3.649)]",2.4,3.649,images/7.png,9,LV,0.822222222222,109,-0.501467220491,2,1.11560484841,1,-0.029136312941
15,value_rating,"[(None, 0.0), (2.6, 2.029), (2.6, 3.183)]",2.6,3.183,images/2.png,8,LV,0.71,127,-0.259214161806,2,1.08503847794,1,-0.029136312941
16,value_rating,"[(None, 0.0), (2.0, 3.279), (2.0, 4.252)]",2.0,4.252,images/1.png,5,LV,0.727272727273,56,-0.865717557877,2,4.66775983763,2,-0.029136312941
17,value_rating,"[(None, 0.0), (2.5, 1.826), (2.5, 4.23)]",2.5,4.23,images/8.png,10,LV,0.689655172414,107,-0.35155408186,2,3.11548605754,1,-0.029136312941
18,value_rating,"[(None, 0.0), (2.0, 1.832), (2.0, 2.686)]",2.0,2.686,images/6.png,3,LV,0.839285714286,71,-0.90789183691,2,9.72714822428,0,-0.029136312941
19,value_rating,"[(None, 0.0), (5.0, 2.679), (5.0, 4.083)]",5.0,4.083,images/5.png,2,LV,0.8,62,2.10689972182,2,9.90846454017,0,-0.029136312941
20,value_rating,"[(None, 0.0), (2.5, 1.711), (2.5, 2.817)]",2.5,2.817,images/4.png,4,LV,0.785714285714,67,-0.387721529546,2,8.86296143461,0,-0.029136312941
0,value_rating,"[(None, 0.0), (2.8, 13.234), (2.8, 14.837)]",2.8,14.837,images/1.png,5,ME,0.808510638298,59,-1.51463814705,0,4.66775983763,2,-0.0334937489118
1,value_rating,"[(None, 0.0), (3.4, 5.382), (3.4, 6.154)]",3.4,6.154,images/9.png,4,ME,0.779411764706,87,-0.933981202788,0,8.86296143461,0,-0.0334937489118
2,value_rating,"[(None, 0.0), (6.7, 2.852), (5.7, 4.707), (5.7, 6.222)]",5.7,6.222,images/3.png,8,ME,0.637362637363,113,1.27159369242,0,1.08503847794,1,-0.0334937489118
3,value_rating,"[(None, 0.0), (4.7, 4.915), (4.7, 6.22)]",4.7,6.22,images/11.png,3,ME,0.80701754386,77,0.38436934,0,9.72714822428,0,-0.0334937489118
4,value_rating,"[(None, 0.0), (6.1, 3.668), (6.1, 4.94)]",6.1,4.941,images/6.png,2,ME,0.657534246575,95,1.68500247817,0,9.90846454017,0,-0.0334937489118
5,value_rating,"[(None, 0.0), (2.8, 3.552), (2.8, 4.322)]",2.8,4.322,images/10.png,9,ME,0.703703703704,98,-1.58430704236,0,1.11560484841,1,-0.0334937489118
6,value_rating,"[(None, 0.0), (4.6, 5.735), (4.6, 6.767)]",4.6,6.767,images/7.png,10,ME,0.768292682927,103,0.25862754827,0,3.11548605754,1,-0.0334937489118
7,value_rating,"[(None, 0.0), (6.2, 2.183), (5.3, 4.402), (5.3, 5.22)]",5.3,5.22,images/6.png,2,ME,0.657534246575,95,0.885002478167,1,9.90846454017,0,-0.0334937489118
8,value_rating,"[(None, 0.0), (4.6, 1.987), (4.6, 3.089)]",4.6,3.089,images/1.png,5,ME,0.808510638298,59,0.285361852953,1,4.66775983763,2,-0.0334937489118
9,value_rating,"[(None, 0.0), (2.9, 5.18), (2.9, 5.885)]",2.9,5.885,images/9.png,4,ME,0.779411764706,87,-1.43398120279,1,8.86296143461,0,-0.0334937489118
10,value_rating,"[(None, 0.0), (3.5, 2.453), (3.5, 3.606)]",3.5,3.606,images/10.png,9,ME,0.703703703704,98,-0.884307042357,1,1.11560484841,1,-0.0334937489118
11,value_rating,"[(None, 0.0), (2.2, 3.815), (2.2, 4.819)]",2.2,4.819,images/3.png,8,ME,0.637362637363,113,-2.22840630758,1,1.08503847794,1,-0.0334937489118
12,value_rating,"[(None, 0.0), (5.5, 1.966), (5.5, 2.604)]",5.5,2.604,images/11.png,3,ME,0.80701754386,77,1.18436934,1,9.72714822428,0,-0.0334937489118
13,value_rating,"[(None, 0.0), (6.4, 1.838), (6.4, 3.11)]",6.4,3.11,images/7.png,10,ME,0.768292682927,103,2.05862754827,1,3.11548605754,1,-0.0334937489118
14,value_rating,"[(None, 0.0), (3.5, 2.04), (3.5, 2.976)]",3.5,2.976,images/10.png,9,ME,0.703703703704,98,-0.884307042357,2,1.11560484841,1,-0.0334937489118
15,value_rating,"[(None, 0.0), (5.6, 1.982), (5.6, 2.769)]",5.6,2.769,images/6.png,2,ME,0.657534246575,95,1.18500247817,2,9.90846454017,0,-0.0334937489118
16,value_rating,"[(None, 0.0), (2.7, 4.531), (2.7, 5.201)]",2.7,5.201,images/9.png,4,ME,0.779411764706,87,-1.63398120279,2,8.86296143461,0,-0.0334937489118
17,value_rating,"[(None, 0.0), (3.2, 2.149), (3.2, 3.154)]",3.2,3.154,images/7.png,10,ME,0.768292682927,103,-1.14137245173,2,3.11548605754,1,-0.0334937489118
18,value_rating,"[(None, 0.0), (5.4, 1.697), (5.4, 2.586)]",5.4,2.586,images/1.png,5,ME,0.808510638298,59,1.08536185295,2,4.66775983763,2,-0.0334937489118
19,value_rating,"[(None, 0.0), (6.2, 1.436), (6.2, 2.457)]",6.2,2.457,images/11.png,3,ME,0.80701754386,77,1.88436934,2,9.72714822428,0,-0.0334937489118
20,value_rating,"[(None, 0.0), (4.5, 4.986), (4.5, 5.805)]",4.5,5.805,images/3.png,8,ME,0.637362637363,113,0.0715936924228,2,1.08503847794,1,-0.0334937489118
0,value_rating,"[(None, 0.0), (3.0, 45.958), (3.3, 46.152), (3.5, 46.185), (3.6, 46.225), (3.7, 46.261), (3.6, 50.508), (3.5, 50.576), (3.4, 50.609), (3.3, 51.18), (3.1, 51.212), (2.9, 51.254), (2.7, 51.292), (2.6, 51.328), (2.7, 51.529), (2.8, 51.728), (2.9, 51.998), (3.0, 53.875), (3.1, 54.816), (3.2, 54.849), (3.4, 54.882), (3.5, 54.921), (3.7, 54.952), (3.9, 54.983), (4.0, 55.019), (4.1, 55.049), (4.3, 55.083), (4.5, 55.118), (4.3, 55.381), (4.2, 55.415), (4.0, 55.448), (3.9, 55.483), (3.6, 55.517), (3.4, 55.548), (3.2, 55.582), (3.0, 55.617), (2.8, 55.653), (2.7, 55.683), (2.6, 55.751), (2.5, 55.784), (2.6, 55.986), (2.5, 56.288), (2.4, 56.356), (2.3, 56.524), (2.2, 56.959), (2.1, 56.993), (2.0, 57.058), (2.1, 57.427), (2.1, 59.506)]",2.1,59.506,images/5.png,10,MG,0.974358974359,101,-0.309599229593,0,3.11548605754,1,0.0506178434079
1,value_rating,"[(None, 0.0), (5.4, 5.643), (5.3, 8.388), (5.0, 8.421), (4.9, 8.456), (4.8, 8.489), (4.9, 8.791), (5.0, 8.926), (5.2, 8.961), (5.3, 8.99), (5.2, 9.194), (5.1, 9.227), (5.0, 9.261), (4.9, 9.295), (4.8, 9.328), (4.7, 9.395), (4.8, 9.598), (5.0, 9.632), (5.2, 9.664), (5.3, 9.698), (5.4, 9.73), (5.5, 9.764), (5.6, 9.797), (5.5, 9.999), (5.4, 10.066), (5.3, 10.099), (5.6, 11.68), (5.5, 11.743), (5.3, 11.776), (4.9, 11.809), (4.6, 11.844), (4.5, 11.877), (4.4, 11.911), (4.3, 12.011), (4.2, 12.078), (4.1, 12.18), (4.0, 12.215), (3.7, 12.247), (3.5, 12.283), (3.3, 12.316), (3.2, 12.348), (3.1, 12.381), (2.9, 12.415), (2.8, 12.451), (2.7, 12.514), (2.6, 12.784), (2.5, 12.819), (2.4, 12.857), (2.1, 15.414), (1.9, 15.451), (1.8, 15.482), (1.7, 15.548), (1.6, 15.585), (1.6, 17.263)]",1.6,17.263,images/7.png,3,MG,0.875,77,-0.766345006627,0,9.72714822428,0,0.0506178434079
2,value_rating,"[(None, 0.0), (2.6, 3.11), (2.6, 3.777)]",2.6,3.777,images/10.png,5,MG,0.731707317073,45,0.29603500179,0,4.66775983763,2,0.0506178434079
3,value_rating,"[(None, 0.0), (1.5, 1.286), (1.5, 3.261)]",1.5,3.261,images/3.png,4,MG,0.927536231884,81,-0.889215752851,0,8.86296143461,0,0.0506178434079
4,value_rating,"[(None, 0.0), (2.2, 1.418), (2.2, 2.186)]",2.2,2.186,images/1.png,9,MG,0.93023255814,110,-0.190389552177,0,1.11560484841,1,0.0506178434079
5,value_rating,"[(None, 0.0), (2.3, 2.705), (2.2, 2.824), (2.1, 2.856), (2.0, 2.888), (1.9, 3.088), (1.7, 3.157), (1.6, 3.222), (1.5, 3.292), (1.4, 3.354), (1.3, 3.423), (1.2, 3.509), (1.2, 4.299)]",1.2,4.299,images/9.png,8,MG,0.877777777778,111,-1.16755426447,0,1.08503847794,1,0.0506178434079
6,value_rating,"[(None, 0.0), (2.5, 1.205), (2.3, 1.265), (1.9, 1.299), (1.7, 1.338), (1.6, 1.366), (1.5, 1.399), (1.4, 1.467), (1.5, 1.772), (1.9, 1.802), (2.2, 1.837), (2.3, 1.87), (2.4, 2.037), (2.3, 2.145), (2.1, 2.172), (2.0, 2.206), (1.9, 2.238), (1.8, 2.305), (1.7, 2.339), (1.6, 2.413), (1.5, 2.439), (1.7, 3.148), (1.8, 3.185), (1.9, 3.213), (1.8, 3.385), (1.7, 3.414), (1.6, 3.489), (1.6, 4.275)]",1.6,4.275,images/2.png,2,MG,0.813559322034,77,-0.739597862736,0,9.90846454017,0,0.0506178434079
7,value_rating,"[(None, 0.0), (3.4, 0.837), (3.3, 1.198), (3.2, 1.231), (3.1, 1.267), (2.8, 1.299), (2.6, 1.334), (2.4, 1.366), (2.3, 1.399), (2.2, 1.434), (2.1, 1.499), (2.1, 2.173)]",2.1,2.173,images/9.png,8,MG,0.877777777778,111,-0.267554264473,1,1.08503847794,1,0.0506178434079
8,value_rating,"[(None, 0.0), (3.1, 3.123), (3.1, 3.79)]",3.1,3.79,images/3.png,4,MG,0.927536231884,81,0.710784247149,1,8.86296143461,0,0.0506178434079
9,value_rating,"[(None, 0.0), (2.5, 2.75), (2.5, 4.997)]",2.5,4.997,images/10.png,5,MG,0.731707317073,45,0.19603500179,1,4.66775983763,2,0.0506178434079
10,value_rating,"[(None, 0.0), (3.5, 4.582), (3.6, 4.71), (3.7, 4.743), (3.8, 4.81), (3.7, 5.081), (3.6, 5.113), (3.4, 5.148), (3.2, 5.182), (2.8, 5.213), (2.6, 5.246), (2.4, 5.284), (2.2, 5.319), (2.1, 5.347), (2.0, 5.383), (2.1, 5.919), (2.2, 5.987), (2.5, 6.019), (2.6, 6.053), (2.5, 6.186), (2.4, 6.219), (2.2, 6.253), (2.1, 6.292), (2.0, 6.355), (1.9, 6.422), (1.8, 6.522), (1.8, 8.399)]",1.8,8.399,images/5.png,10,MG,0.974358974359,101,-0.609599229593,1,3.11548605754,1,0.0506178434079
11,value_rating,"[(None, 0.0), (4.2, 1.072), (4.0, 1.204), (3.8, 1.236), (3.6, 1.269), (3.3, 1.303), (3.1, 1.34), (3.0, 1.371), (2.9, 1.404), (2.8, 1.504), (2.6, 1.571), (2.4, 1.607), (2.5, 2.594), (2.6, 2.639), (2.7, 2.67), (2.7, 3.332)]",2.7,3.332,images/7.png,3,MG,0.875,77,0.333654993373,1,9.72714822428,0,0.0506178434079
12,value_rating,"[(None, 0.0), (4.6, 1.722), (4.4, 1.819), (4.3, 1.852), (4.0, 1.885), (3.8, 1.918), (3.6, 1.953), (3.4, 1.987), (3.3, 2.022), (3.1, 2.053), (2.9, 2.087), (2.8, 2.121), (2.6, 2.154), (2.4, 2.187), (2.3, 3.189), (2.4, 3.329), (2.8, 3.594), (2.9, 3.626), (3.1, 3.66), (3.0, 3.961), (2.9, 4.134), (3.0, 4.33), (3.1, 4.434), (3.0, 5.104), (2.9, 5.17), (2.8, 5.338), (2.7, 5.607), (2.6, 5.64), (2.6, 6.384)]",2.6,6.384,images/1.png,9,MG,0.93023255814,110,0.209610447823,1,1.11560484841,1,0.0506178434079
13,value_rating,"[(None, 0.0), (2.7, 1.423), (3.7, 2.324), (3.7, 4.263)]",3.7,4.263,images/2.png,2,MG,0.813559322034,77,1.36040213726,1,9.90846454017,0,0.0506178434079
14,value_rating,"[(None, 0.0), (3.3, 1.265), (3.3, 2.771)]",3.3,2.771,images/5.png,10,MG,0.974358974359,101,0.890400770407,2,3.11548605754,1,0.0506178434079
15,value_rating,"[(None, 0.0), (2.7, 1.602), (2.2, 2.57), (3.1, 3.643), (3.2, 3.676), (3.2, 4.212)]",3.2,4.212,images/9.png,8,MG,0.877777777778,111,0.832445735527,2,1.08503847794,1,0.0506178434079
16,value_rating,"[(None, 0.0), (2.3, 1.309), (2.1, 1.438), (2.0, 1.505), (1.9, 1.605), (1.8, 1.673), (1.7, 1.706), (1.8, 2.313), (1.9, 2.38), (1.9, 3.956)]",1.9,3.956,images/10.png,5,MG,0.731707317073,45,-0.40396499821,2,4.66775983763,2,0.0506178434079
17,value_rating,"[(None, 0.0), (3.0, 0.97), (2.9, 1.063), (2.8, 1.13), (2.6, 1.163), (2.5, 1.23), (2.4, 1.333), (2.3, 1.365), (2.2, 1.399), (2.1, 1.433), (2.0, 1.466), (1.9, 1.569), (1.8, 1.599), (1.7, 1.633), (1.6, 1.7), (1.6, 2.743)]",1.6,2.743,images/1.png,9,MG,0.93023255814,110,-0.790389552177,2,1.11560484841,1,0.0506178434079
